10,0.03,0.07
15,0.01,0.02
20,0.02,0.04
25,0.04,0.1
30,0.06,0.14
35,0.08,0.27
40,0.11,0.34
45,0.14,0.56
50,0.18,0.89
55,0.21,1.07
60,0.26,1.34
65,0.32,1.69
70,0.36,2.1
75,0.4,3.11
80,0.45,3.53
85,0.51,11.67
90,0.58,4.86
95,0.64,28.54
100,0.71,12.31


