10,0.08,0.05
15,0.03,0.09
20,0.17,0.07
25,0.23,0.14
30,0.2,0.26
35,0.63,0.39
40,0.76,0.78
45,0.44,0.95
50,0.78,2.54
55,0.25,2.13
60,2.92,1.38
65,0.33,5.35
70,6.26,3.26
75,0.46,17.6
80,8.71,4.45
85,0.59,25.45
90,6.99,32.74
95,0.74,32.36
100,0.8,10.79


