10,0.03,0.01
15,0.03,0.05
20,0.03,0.04
25,0.06,0.06
30,0.06,0.1
35,0.1,0.31
40,0.13,0.29
45,0.15,0.45
50,0.17,0.7
55,0.22,0.89
60,0.31,1.23
65,0.3,1.54
70,0.35,1.28
75,0.41,1.7
80,0.47,2.08
85,4.9,2.37
90,0.57,3.64
95,0.85,25.86
100,0.75,7.51


