10,0.0,0.01
15,0.02,0.02
20,0.05,0.07
25,0.04,0.05
30,0.06,0.09
35,0.09,0.14
40,0.11,0.26
45,0.14,0.46
50,0.2,0.64
55,0.27,0.58
60,0.26,0.76
65,0.42,1.0
70,0.35,1.23
75,0.43,1.6
80,0.53,1.99
85,0.52,2.52
90,0.63,9.25
95,0.71,3.47
100,16.91,3.49


