10,0.01,0.1
15,0.01,0.01
20,0.04,0.02
25,0.04,0.05
30,0.06,0.09
35,0.09,0.16
40,0.11,0.26
45,0.34,0.64
50,0.2,0.47
55,0.21,0.64
60,0.25,0.85
65,0.3,1.14
70,0.45,1.39
75,0.4,1.67
80,0.47,2.19
85,0.52,2.71
90,0.59,10.56
95,0.66,3.95
100,19.98,4.71


