10,0.09,0.04
15,0.06,0.03
20,0.14,0.06
25,0.2,0.2
30,0.34,0.33
35,0.57,0.46
40,0.78,0.89
45,1.15,1.19
50,0.8,3.33
55,0.26,2.84
60,3.02,2.97
65,0.46,5.97
70,5.98,4.05
75,0.45,23.96
80,9.82,6.64
85,0.65,34.08
90,7.47,36.9
95,0.73,53.59
100,1.1,19.98


